tipo_cultivo,ubicacion_geografica,tamano_finca,rendimiento_cultivo,uso_fertilizantes,precio_venta (€/kg)
Tomates,"Glorieta Lupita Perez 84
Las Palmas, 38569",93,547,Sí,7
Tomates,"Pasadizo Alondra Sancho 86 Puerta 4 
Ávila, 42400",70,181,Sí,3
Tomates,"Plaza Teresita Peña 75
Guipúzcoa, 05316",49,139,Sí,5
Tomates,"Acceso Rolando Coca 6
Granada, 26638",91,646,Sí,5
Tomates,"Calle de Catalina Manrique 13
Zamora, 09465",49,330,No,5
Tomates,"C. Seve Ballester 4
Ávila, 07280",31,575,No,6
Tomates,"Urbanización Toni Girón 23 Puerta 0 
Cáceres, 03541",3,454,Sí,3
Tomates,"C. de Marcela Gallo 151 Piso 7 
Salamanca, 12536",26,446,Sí,2
Tomates,"Callejón Marisela Perales 83 Puerta 8 
Cantabria, 05187",59,623,No,2
Tomates,"Ronda Maximino Gimenez 65
Las Palmas, 42955",78,502,Sí,6
Tomates,"Calle de Josep Téllez 2 Piso 6 
Huesca, 13717",31,144,No,6
Tomates,"Alameda Cleto Iglesia 43
Cádiz, 41056",29,432,Sí,5
Tomates,"Avenida de Virgilio Beltrán 50
Ceuta, 49547",91,141,Sí,3
Tomates,"Plaza de Mariana Casanova 9 Apt. 31 
Zamora, 26127",21,217,No,6
Tomates,"Calle de Nazario Cañellas 3 Piso 3 
Huelva, 37979",91,619,Sí,1
Tomates,"Camino de Marc Pavón 1
Cáceres, 21215",94,712,Sí,3
Tomates,"Pasadizo Jose Ramón Giner 72 Apt. 01 
Burgos, 40925",97,267,No,7
Tomates,"Pasaje Íñigo Neira 1
Almería, 15746",29,232,No,8
Tomates,"Cañada de Primitiva Muñoz 59
Burgos, 21323",29,668,Sí,6
Tomates,"Glorieta de Nydia Mate 6 Piso 9 
Lugo, 26228",75,561,Sí,5
Tomates,"Pasadizo de Juanita Sancho 84 Apt. 50 
Santa Cruz de Tenerife, 02105",92,918,No,2
Tomates,"Cañada Tristán Serra 76
La Rioja, 49594",77,636,Sí,2
Tomates,"Calle Eligia Bartolomé 39 Piso 6 
Navarra, 39066",74,523,No,4
Tomates,"Avenida Nidia Gargallo 19
Las Palmas, 45567",29,197,No,8
Tomates,"Camino Fabiana Infante 91
Castellón, 51603",91,531,No,8
Tomates,"Calle de Adrián Rincón 87 Piso 0 
Castellón, 06483",63,136,Sí,7
Tomates,"Cuesta Tito Yuste 69
Zamora, 41523",21,622,No,6
Tomates,"Alameda de Aránzazu Moll 36
Tarragona, 17658",16,436,No,5
Tomates,"Acceso de Cándido Moliner 8 Puerta 5 
Cádiz, 49752",72,437,No,8
Tomates,"Acceso de Jeremías Jove 4 Apt. 87 
Zamora, 24020",93,971,No,1
Tomates,"Calle de Manolo Uría 64
Guadalajara, 27389",56,712,Sí,4
Tomates,"Callejón Mauricio Peinado 30 Apt. 19 
Baleares, 26220",53,135,No,7
Tomates,"Calle de Atilio Soria 52 Puerta 5 
Ciudad, 43937",51,621,Sí,6
Tomates,"Pasaje Alexandra Madrid 32 Puerta 2 
Castellón, 11284",98,529,No,7
Tomates,"Via Ismael Egea 5
Teruel, 24086",84,920,Sí,1
Tomates,"Acceso de Albano Comas 51 Piso 8 
Valladolid, 38289",69,568,Sí,6
Tomates,"Ronda Estefanía Cardona 50 Piso 6 
Granada, 43923",96,603,Sí,6
Tomates,"Cuesta de Humberto Nevado 76
Palencia, 08233",52,811,No,8
Tomates,"Via Teófilo Infante 74
Salamanca, 12576",87,525,No,5
Tomates,"Cuesta de Graciana Antón 30 Piso 4 
Pontevedra, 08112",26,655,No,4
Tomates,"Ronda Tamara Iborra 54
Asturias, 43284",29,125,Sí,3
Tomates,"Plaza Francisco Jose Sacristán 22
Vizcaya, 10128",34,773,Sí,5
Tomates,"Cuesta Olimpia Baquero 3 Apt. 55 
Albacete, 32171",63,764,Sí,4
Tomates,"Cuesta Magdalena Fuentes 37
Soria, 29247",19,601,No,1
Tomates,"Vial José Luis Alcántara 56
Girona, 32059",15,205,Sí,5
Tomates,"Ronda Marina Cerdá 26
Córdoba, 38816",62,360,No,5
Tomates,"Acceso de Rufino Bermudez 41 Piso 1 
Guadalajara, 11116",29,296,No,7
Tomates,"Paseo Celso Ortega 135
Santa Cruz de Tenerife, 32376",55,798,Sí,6
Tomates,"Acceso Delia Albero 48
Huelva, 02052",78,220,Sí,5
Tomates,"Avenida Nacio Ballester 4
Zamora, 14433",93,275,No,3
Tomates,"Callejón Ale Escribano 783 Puerta 6 
Murcia, 09812",42,310,Sí,4
Tomates,"Ronda Maribel Ruano 820 Puerta 9 
Girona, 22245",19,292,Sí,8
Tomates,"Alameda de Edu Duran 77 Puerta 9 
Albacete, 05896",13,610,No,6
Tomates,"Cañada de Tatiana Llorente 4 Puerta 1 
Castellón, 22729",14,457,No,6
Tomates,"Pasadizo Obdulia Calderon 14
Barcelona, 16290",35,737,No,2
Tomates,"Via de Hermenegildo Domingo 54 Apt. 63 
Cádiz, 01912",41,831,Sí,4
Tomates,"Callejón Narciso Tirado 228
Ávila, 45029",39,224,Sí,5
Tomates,"Acceso Juan Pablo Castillo 2
Asturias, 11227",65,341,Sí,3
Tomates,"Pasaje de Hortensia Casanovas 85 Apt. 52 
Zamora, 51179",72,383,No,3
Tomates,"Vial Victoria Gomila 31
Ciudad, 30198",32,720,Sí,7
Tomates,"Glorieta Santos Hernando 99
Zamora, 17183",35,244,Sí,8
Tomates,"Via de Clotilde Abad 9 Apt. 92 
Murcia, 12598",32,882,Sí,6
Tomates,"Calle de Úrsula Saldaña 51 Piso 2 
Guadalajara, 03998",92,456,Sí,6
Tomates,"Pasadizo Paloma Fabregat 95 Apt. 22 
Salamanca, 26388",34,599,No,3
Tomates,"Urbanización de Dani Castell 8 Puerta 9 
Baleares, 05795",37,267,Sí,5
Tomates,"Vial de Itziar Salamanca 98 Puerta 7 
Baleares, 32397",24,254,No,4
Tomates,"Alameda Amparo Amores 39 Apt. 78 
Zamora, 43152",20,964,Sí,8
Tomates,"C. de Isa Tapia 10 Piso 5 
Valladolid, 04576",83,789,No,4
Tomates,"Avenida de Rafael Bello 29
Alicante, 10988",70,270,Sí,3
Tomates,"Callejón de Maximino Barrios 35
Burgos, 25548",29,907,Sí,2
Tomates,"Cañada Aitana Zurita 773 Piso 9 
Cáceres, 12234",33,344,Sí,3
Tomates,"Avenida de Primitivo Higueras 87
Las Palmas, 05813",6,206,No,5
Tomates,"Alameda de Hipólito Andres 79 Puerta 7 
Segovia, 10746",30,119,Sí,2
Tomates,"Cañada de Tomasa Navarro 4
Guipúzcoa, 43848",65,267,Sí,5
Tomates,"Paseo de Claudia Cabrera 63 Apt. 89 
Valencia, 10926",36,612,No,3
Tomates,"C. Valerio Marcos 54 Apt. 20 
Cantabria, 38168",91,154,Sí,7
Tomates,"Pasaje Loreto Gámez 73 Apt. 83 
Albacete, 39683",1,966,No,6
Tomates,"Avenida de Lalo Roig 470 Apt. 13 
Palencia, 32079",49,464,No,4
Tomates,"Vial Esmeralda Salom 66 Puerta 6 
Lugo, 42526",19,703,Sí,3
Tomates,"Pasadizo de Luis Andres 21 Piso 2 
Pontevedra, 04610",74,576,No,3
Tomates,"Paseo de Leandra Tormo 95 Apt. 88 
Alicante, 17950",47,997,Sí,5
Tomates,"Paseo Leire Escrivá 65 Piso 9 
Huelva, 34664",23,509,No,7
Tomates,"Pasaje de Felipa Manso 1
Ávila, 45020",45,301,No,2
Tomates,"Pasadizo Emilia Mateo 60 Apt. 31 
Tarragona, 48106",50,928,No,2
Tomates,"Cuesta Marcelo Barceló 85 Piso 2 
Melilla, 06472",13,214,Sí,3
Tomates,"Pasadizo de Artemio Caparrós 84 Piso 5 
Córdoba, 09936",53,561,Sí,2
Tomates,"Pasadizo de Alcides Peñalver 55
Navarra, 24304",40,280,Sí,8
Tomates,"Vial Ana Belén Piñeiro 77
Málaga, 12271",73,268,No,8
Tomates,"Pasadizo de Camila Garriga 790 Puerta 4 
Huesca, 36107",60,355,Sí,7
Tomates,"C. Sabas Garriga 37 Puerta 6 
Barcelona, 40745",42,969,Sí,6
Tomates,"Vial Pía Ramón 75 Apt. 94 
Asturias, 47991",98,466,Sí,4
Tomates,"Ronda Édgar Salcedo 198
Zamora, 19898",80,695,No,3
Tomates,"Avenida de Fortunata Pujol 45 Puerta 4 
Zamora, 29496",79,171,No,8
Tomates,"Calle Milagros Ros 67 Apt. 39 
Ávila, 12580",4,346,No,8
Tomates,"Pasadizo Juan Bautista Colomer 25
Murcia, 49994",52,829,Sí,1
Tomates,"Paseo Pastora Prats 99 Piso 2 
Toledo, 50184",42,985,No,3
Tomates,"Glorieta de Tomasa Amaya 356 Apt. 17 
Ourense, 51425",87,152,Sí,5
Tomates,"C. Alejandra Zabala 10 Piso 7 
Teruel, 22689",74,131,No,2
Tomates,"Rambla Germán Baquero 6
Badajoz, 19853",77,219,No,3
Tomates,"Camino María Dolores Marín 53
Las Palmas, 14241",48,902,No,5
Tomates,"Callejón de Javi Noriega 25 Puerta 0 
Barcelona, 35851",32,573,No,1
Tomates,"Pasaje Josep Montoya 89 Piso 9 
Cádiz, 43676",97,376,Sí,6
Tomates,"Ronda María Dolores Batalla 70 Puerta 7 
Ávila, 04853",30,723,No,2
Tomates,"Pasadizo Natanael Conesa 23
Murcia, 23624",72,374,Sí,1
Tomates,"Plaza de Aránzazu Rincón 424
Lugo, 44162",52,461,No,2
Tomates,"Cañada Fátima Cárdenas 65 Apt. 35 
Melilla, 21423",19,583,Sí,2
Tomates,"Camino de Cristian Ledesma 10
Zaragoza, 42237",87,560,Sí,6
Tomates,"Glorieta de Florentina Fernandez 99 Piso 0 
Santa Cruz de Tenerife, 09950",30,750,Sí,4
Tomates,"Calle de Joaquín Jordá 24
Cádiz, 28537",10,200,No,5
Tomates,"Urbanización de Purificación Izquierdo 651
Asturias, 15180",97,450,No,8
Tomates,"Callejón Luis Miguel Talavera 395
Palencia, 08076",94,982,Sí,2
Tomates,"Via de Gabriela Paredes 670
Burgos, 11379",65,579,Sí,1
Tomates,"Via de Celia Valenzuela 53
La Coruña, 45481",32,286,Sí,5
Tomates,"Paseo Toni Campo 9
Ávila, 07279",36,918,No,1
Tomates,"C. Dalila Frutos 499
Huelva, 45484",4,264,Sí,8
Tomates,"Via Faustino Barreda 162
Álava, 12790",30,767,Sí,2
Tomates,"Callejón Elena Gallardo 473 Piso 1 
Zamora, 39567",15,724,No,1
Tomates,"Cañada Eliseo Giralt 91
Barcelona, 22428",37,283,Sí,7
Tomates,"Rambla de Maribel Muro 488 Piso 4 
Alicante, 39689",7,379,Sí,8
Tomates,"Cuesta Samu Benítez 826
Ceuta, 34169",57,457,No,5
Tomates,"Pasadizo de Adelaida Abascal 614
Lleida, 20832",90,897,No,5
Tomates,"Urbanización Benigno Sabater 70 Apt. 24 
Segovia, 11293",80,178,No,6
Tomates,"Cuesta Juanita Prieto 852
Guipúzcoa, 41220",55,614,Sí,1
Tomates,"Acceso Teodoro Espada 41 Piso 6 
Castellón, 43396",97,527,Sí,5
Tomates,"C. Victorino Sáez 45 Piso 4 
Granada, 25610",94,223,No,2
Tomates,"Pasadizo Paco Barco 703
Huesca, 19572",62,238,Sí,6
Tomates,"Urbanización de Ruben Cantero 693 Piso 5 
Lugo, 25405",11,554,Sí,5
Tomates,"Cuesta de Fito Roma 870 Apt. 28 
Guadalajara, 32293",45,642,Sí,1
Tomates,"Callejón Prudencia Pla 85 Piso 3 
Lleida, 35985",49,904,Sí,7
Tomates,"Acceso de Rafael Larrea 8
Toledo, 13712",21,889,No,6
Tomates,"Urbanización Tomás Cases 984
Jaén, 50468",29,901,No,7
Tomates,"Vial de Donato Marcos 692
Ceuta, 38974",37,706,Sí,2
Tomates,"Cañada Pepita Saez 35
Teruel, 05684",91,480,Sí,6
Tomates,"Glorieta de Blanca Arana 801
Teruel, 08673",43,215,No,3
Tomates,"Rambla de Julie Ayllón 8
Salamanca, 14684",23,424,Sí,2
Tomates,"Ronda Gabriela Posada 93
Vizcaya, 06052",62,460,Sí,2
Tomates,"Paseo Bernardo Peñas 6 Puerta 4 
Guadalajara, 10779",63,417,Sí,4
Tomates,"Glorieta de Natividad Palomino 47 Piso 3 
Valladolid, 41315",45,367,Sí,7
Tomates,"C. de Donato Sáenz 33 Piso 7 
Toledo, 26940",78,383,Sí,5
Tomates,"Camino de Eligia Crespi 7 Piso 7 
Melilla, 41157",70,638,No,3
Tomates,"Avenida Herminio Tomás 90 Piso 2 
Granada, 17044",85,758,No,7
Tomates,"Callejón Miguela Valero 4
Zaragoza, 08614",88,622,Sí,5
Tomates,"Pasadizo de Plinio Jove 12 Apt. 76 
Palencia, 13529",100,602,No,8
Tomates,"Callejón de Glauco Canales 84 Apt. 90 
Cáceres, 04875",13,768,Sí,6
Tomates,"Rambla de Rodolfo Mayo 765 Puerta 3 
Tarragona, 32678",5,268,Sí,8
Tomates,"Camino Cayetana Llorente 53
Lleida, 41308",48,445,No,6
Tomates,"Plaza de Rufino Perez 587
Badajoz, 43704",24,276,No,2
Tomates,"Callejón Feliciana Criado 31 Piso 6 
Cádiz, 05417",70,171,Sí,3
Tomates,"Rambla de Loreto Bou 4
Almería, 18082",81,398,No,7
Tomates,"Alameda Toño Río 99
Cantabria, 08167",69,514,No,4
Tomates,"Pasadizo de Marianela Silva 2 Apt. 00 
Valladolid, 47483",82,537,Sí,1
Tomates,"Vial de Cristian Vilalta 8 Apt. 25 
Málaga, 43299",88,958,No,4
Tomates,"Alameda Camilo Capdevila 93 Piso 5 
Cuenca, 51850",9,361,Sí,7
Tomates,"C. Celestino Sáenz 58
Navarra, 17260",22,803,No,6
Tomates,"Vial Noelia Ramos 8 Puerta 3 
Lugo, 01621",58,688,Sí,3
Tomates,"Rambla Jacinto Pujol 10 Apt. 09 
Alicante, 42905",86,487,Sí,3
Tomates,"Pasaje de Anabel Girona 68
Ávila, 34271",83,344,No,5
Tomates,"Vial de Flora Mercader 61 Piso 8 
Murcia, 25810",5,867,Sí,1
Tomates,"C. Ernesto Figueroa 4
Cáceres, 19492",31,517,Sí,1
Tomates,"Paseo Amalia Arnal 567
Ceuta, 14903",17,264,Sí,3
Tomates,"Cuesta de Eutimio Donoso 5 Puerta 1 
León, 50005",1,150,No,1
Tomates,"Glorieta de Yéssica Daza 3 Puerta 6 
Girona, 04309",11,211,Sí,4
Tomates,"Ronda Maxi Mata 415
Santa Cruz de Tenerife, 33519",20,846,Sí,5
Tomates,"Urbanización Lupe Carrillo 29
Cádiz, 29073",22,606,No,7
Tomates,"Rambla Cruz Alemany 16
Ceuta, 07243",48,610,No,5
Tomates,"Calle María Pilar Llamas 6
Guipúzcoa, 24482",30,580,Sí,6
Tomates,"Via de Isidro Quiroga 72
Ávila, 23443",35,950,No,5
Tomates,"Alameda Augusto Paredes 768 Puerta 1 
Cuenca, 49517",46,479,Sí,6
Tomates,"Rambla Anita España 749
León, 07700",15,886,No,5
Tomates,"Via de Teo Mariscal 4 Piso 7 
Castellón, 20276",77,243,No,7
Tomates,"Avenida de Ezequiel Navas 6
Las Palmas, 20035",20,464,No,3
Tomates,"Camino de Luis Miguel Adán 73
Asturias, 42358",71,249,Sí,7
Tomates,"Avenida Melchor Barceló 209
Murcia, 38827",19,504,Sí,4
Tomates,"Paseo Hernán Lopez 870
Lugo, 48918",9,881,No,5
Tomates,"Alameda de Julio César Alcalde 612
Huesca, 50870",8,773,Sí,3
Tomates,"Cañada Ariel Ureña 42
Murcia, 30030",5,613,Sí,7
Tomates,"Cañada Jordán Amigó 2 Piso 3 
Ciudad, 35161",89,384,Sí,7
Tomates,"Glorieta de Josefa Rodríguez 79
Córdoba, 13802",15,310,Sí,2
Tomates,"Glorieta Hortensia Mateo 64
Almería, 20380",87,883,No,1
Tomates,"Camino de Omar Azorin 65
Barcelona, 23561",3,688,No,6
Tomates,"Vial de Telmo Soto 87
Tarragona, 50239",24,136,No,7
Tomates,"Glorieta de Miguel Macías 791 Puerta 7 
Valladolid, 32013",25,868,Sí,6
Tomates,"Pasadizo Eulalia Ramos 10 Apt. 95 
Jaén, 03789",64,246,Sí,4
Tomates,"Pasaje Ruperto Vergara 46
Lugo, 05797",77,448,No,5
Tomates,"Paseo de Amado Aragonés 73
Las Palmas, 11187",96,781,Sí,7
Tomates,"Paseo Jose Carlos Blanch 86 Puerta 6 
Burgos, 02057",23,260,Sí,8
Tomates,"Calle de Marta Coca 83
Burgos, 04382",61,980,Sí,6
Tomates,"Cuesta Vera Pintor 55
Girona, 18147",39,881,Sí,2
Tomates,"Avenida Alex Jover 82 Piso 8 
Guipúzcoa, 24186",7,997,Sí,2
Tomates,"Cuesta de Joaquín Aguirre 18
Asturias, 14197",61,311,Sí,7
Tomates,"Pasaje Encarna Ripoll 15 Puerta 1 
Badajoz, 09628",75,852,No,3
Tomates,"Urbanización Cecilia Fernandez 29
Burgos, 28359",87,511,Sí,5
Tomates,"Via de Luís Bou 53
Murcia, 44379",32,360,No,5
Tomates,"Ronda de Raquel Gallardo 794 Apt. 38 
Segovia, 27320",76,419,No,7
Tomates,"Calle de Fernanda Lumbreras 60 Puerta 8 
Cádiz, 06310",9,429,No,3
Tomates,"Acceso Bernardino Moya 43 Piso 5 
Soria, 20070",34,975,Sí,8
Tomates,"Urbanización de Desiderio Baeza 22
Navarra, 16339",34,229,No,7
Tomates,"Acceso Marta Cañete 78 Piso 3 
Guadalajara, 38316",85,953,Sí,2
Tomates,"Via de María Luisa Caparrós 77 Apt. 87 
Almería, 09484",55,382,No,4
Tomates,"C. Ligia Dávila 721 Apt. 90 
Toledo, 09334",24,812,Sí,8
Tomates,"Cañada Jesús Landa 4
Cáceres, 06925",89,587,Sí,2
Tomates,"C. Jordán Valcárcel 72 Piso 9 
León, 10125",32,637,Sí,5
Tomates,"Ronda Aarón Llano 41
Castellón, 02611",82,125,No,5
Tomates,"Ronda de Sigfrido Lobato 82
Murcia, 04419",44,730,Sí,1
Tomates,"C. Isabela Macias 641
Castellón, 05350",63,565,No,4
Tomates,"Camino de Begoña Abad 16
Huelva, 35790",91,279,Sí,6
Tomates,"Plaza Abril Paniagua 36 Puerta 7 
Vizcaya, 49143",92,944,Sí,8
Tomates,"Calle de Nando Trillo 55
Huesca, 09790",70,825,No,4
Tomates,"Rambla Trinidad Albero 82 Piso 7 
Badajoz, 38935",12,365,Sí,5
Tomates,"Alameda Liliana Molins 44
Santa Cruz de Tenerife, 18118",52,387,No,3
Tomates,"Urbanización Ciriaco Meléndez 71 Piso 2 
Murcia, 22066",42,262,Sí,8
Tomates,"Rambla de Juan Manuel Maza 969 Apt. 79 
Albacete, 18658",67,534,Sí,2
Tomates,"Alameda de Brígida Bueno 788
Zaragoza, 10148",81,463,No,1
Tomates,"C. Eladio Quero 322
Tarragona, 06837",89,536,Sí,3
Tomates,"C. Manuel Arias 65
Cáceres, 44749",93,831,No,3
Tomates,"Pasadizo Gervasio Moles 19
Toledo, 25421",25,163,No,6
Tomates,"C. Jacinta Abella 68 Puerta 0 
Murcia, 07335",4,648,Sí,1
Tomates,"Cuesta José Mari Requena 88 Apt. 84 
Santa Cruz de Tenerife, 37654",59,346,No,1
Tomates,"Callejón de Pelayo Conesa 50 Apt. 08 
La Coruña, 17196",39,903,Sí,8
Tomates,"Rambla Valentín Guardiola 54 Apt. 38 
La Rioja, 07749",69,233,Sí,1
Tomates,"Urbanización Ignacio Barragán 42
Granada, 24803",17,180,No,3
Tomates,"C. Malena Bárcena 7
Cádiz, 50803",21,426,Sí,7
Tomates,"Callejón Inés Saez 39 Apt. 38 
Guipúzcoa, 20094",93,172,Sí,5
Tomates,"Ronda de Leire Muro 652
Barcelona, 12495",22,428,Sí,4
Tomates,"Pasadizo Demetrio Baquero 190 Puerta 0 
Asturias, 33731",21,833,No,6
Tomates,"Paseo Eufemia Méndez 76
Cáceres, 40297",62,148,Sí,7
Tomates,"Cañada de Nacio Cueto 75
Asturias, 49273",7,478,Sí,1
Tomates,"Alameda de Consuelo Suárez 95
Lugo, 16027",36,768,Sí,4
Tomates,"Alameda de Edu Fuertes 692
Guipúzcoa, 27800",40,162,Sí,3
Tomates,"Pasadizo de Encarnacion Nieto 710
Castellón, 09743",54,635,No,8
Tomates,"C. Melisa Girona 656
Zaragoza, 51276",58,840,No,8
Tomates,"Acceso de Santiago Riquelme 23 Piso 9 
Huelva, 20007",53,632,No,8
Tomates,"Cuesta Rodrigo Viñas 9
Málaga, 42994",71,363,Sí,6
Tomates,"Callejón Adriana Artigas 79
Almería, 35727",50,401,Sí,6
Tomates,"Plaza Néstor Navarro 19
Granada, 22110",100,944,Sí,5
Tomates,"Cuesta de Julián Rocha 696
Cantabria, 41482",91,116,No,4
Tomates,"Cuesta de Violeta Borrás 35 Piso 2 
Asturias, 49714",67,863,No,1
Tomates,"Calle de Epifanio Garzón 7 Puerta 0 
Ávila, 48558",9,395,Sí,7
Tomates,"Paseo de Clarisa Paniagua 25 Piso 9 
Toledo, 16460",11,383,No,7
Tomates,"Via Diana Heredia 946
Navarra, 42025",19,389,No,4
Tomates,"Avenida de Carla Juan 947
Toledo, 20232",18,388,Sí,8
Tomates,"Cañada de Lino Ruano 28 Piso 9 
Ceuta, 47084",74,112,No,7
Tomates,"Plaza Clímaco Herranz 4
Sevilla, 21081",7,370,Sí,2
Tomates,"Paseo Felicidad Alsina 80 Apt. 98 
Santa Cruz de Tenerife, 24955",18,179,No,6
Tomates,"Via Luis Ángel Sanmiguel 48
Navarra, 45249",76,342,Sí,3
Tomates,"Vial Moisés Sebastián 426 Puerta 6 
Ciudad, 33350",4,300,Sí,3
Tomates,"Camino de Marcela Alvarez 9 Piso 6 
Las Palmas, 28184",55,183,Sí,4
Tomates,"Plaza Reyes Garriga 104
Cuenca, 32250",36,544,Sí,3
Tomates,"Alameda Ámbar Martí 4
Toledo, 35757",79,532,No,2
Tomates,"Pasadizo Obdulia Barroso 409
Ourense, 27756",85,112,No,7
Tomates,"Paseo Cosme Borrego 416 Puerta 1 
Vizcaya, 51087",92,336,Sí,8
Tomates,"Rambla Dan Ruano 47 Puerta 1 
Granada, 23072",5,600,No,1
Tomates,"Callejón de Mario Giménez 26
Murcia, 50793",44,768,No,1
Tomates,"Vial Adalberto Osuna 4
Huelva, 03199",100,969,Sí,8
Tomates,"Callejón de Benigna Sánchez 37 Apt. 57 
Salamanca, 01706",5,402,Sí,6
Tomates,"Ronda de Pedro Viñas 87 Piso 8 
Barcelona, 34899",17,170,Sí,2
Tomates,"Pasadizo de Elena Pintor 480 Apt. 24 
Córdoba, 07545",47,492,Sí,8
Tomates,"Camino Reyes Montenegro 5 Piso 0 
Toledo, 25537",55,475,No,5
Tomates,"Via de Jose Ignacio Báez 92 Puerta 5 
Huelva, 14203",63,925,Sí,2
Tomates,"Glorieta Ángela Amores 8
Guadalajara, 11287",70,191,No,3
Tomates,"Plaza de Primitivo Arrieta 497 Apt. 03 
Palencia, 06515",86,547,Sí,3
Tomates,"Camino Carlito Andreu 92 Puerta 1 
Baleares, 30078",32,857,No,3
Tomates,"Plaza Isabela Cuervo 83 Puerta 0 
Ourense, 12235",79,469,No,6
Tomates,"Pasadizo de Débora Mora 53 Apt. 62 
Tarragona, 08094",22,332,No,6
Tomates,"Pasaje Virgilio Escalona 907
Las Palmas, 17478",17,192,No,2
Tomates,"Calle de Constanza Carrillo 30 Apt. 47 
Jaén, 49020",44,924,No,4
Tomates,"Plaza de Ofelia Luna 34
La Rioja, 44556",39,341,Sí,4
Tomates,"Glorieta de Graciano Barbero 999
Teruel, 34880",58,953,No,1
Tomates,"Paseo Eligio Villalba 91 Piso 8 
Zaragoza, 18662",92,748,No,8
Tomates,"Paseo Zaira Luna 326
Soria, 25023",8,449,Sí,5
Tomates,"Ronda Lorenzo Leiva 1
Asturias, 30849",95,972,No,5
Tomates,"Camino Benjamín Crespo 7
Las Palmas, 38354",73,233,No,4
Tomates,"Urbanización de Juanita Adadia 382 Apt. 16 
Las Palmas, 06299",87,188,Sí,6
Tomates,"Acceso Elías Ayuso 69 Puerta 3 
Tarragona, 17746",27,281,No,5
Tomates,"Callejón de Esther Ponce 667 Apt. 28 
Melilla, 10286",53,173,Sí,7
Tomates,"Plaza de Aurelia Calvet 5 Puerta 9 
Segovia, 24378",100,998,No,7
Tomates,"Pasadizo de Carina Escamilla 782 Apt. 75 
La Coruña, 21665",72,677,Sí,5
Tomates,"Pasaje de Estela Gascón 19
Granada, 33833",7,985,Sí,7
Tomates,"Vial de Candelaria Ugarte 8 Piso 9 
Valencia, 20074",90,100,No,7
Tomates,"Pasaje de Violeta Pacheco 93
Valencia, 07047",57,845,Sí,1
Tomates,"Callejón Alondra Viñas 8
Palencia, 16373",57,277,No,8
Tomates,"Glorieta Casemiro Albero 2
Badajoz, 13328",12,543,No,4
Tomates,"Cañada Abel Guerrero 90
Ávila, 27294",4,160,Sí,1
Tomates,"Acceso Araceli Aguilar 44 Apt. 21 
Alicante, 03636",64,713,No,5
Tomates,"Plaza Paulino Saldaña 669
Ciudad, 08942",88,287,No,1
Tomates,"C. Encarnita Luján 655 Apt. 53 
Badajoz, 38549",16,361,Sí,7
Tomates,"Ronda de Eli Álvaro 56 Apt. 67 
Girona, 37012",22,636,No,1
Tomates,"Calle de Reyna Mariño 85 Puerta 6 
La Coruña, 12575",8,909,Sí,2
Tomates,"Ronda de Olalla Gutiérrez 24
Ourense, 17439",67,838,Sí,4
Tomates,"Camino de Edelmira Calvo 58 Piso 8 
Ciudad, 39142",89,791,No,6
Tomates,"Via de Ciriaco Casanova 34 Apt. 69 
Valencia, 06862",29,510,Sí,3
Tomates,"Glorieta Guiomar Diez 65
Navarra, 06571",66,171,No,6
Tomates,"Paseo Antonio Cabezas 79
Albacete, 40447",36,916,Sí,2
Tomates,"C. Onofre Rivero 957
Zaragoza, 33067",93,321,Sí,1
Tomates,"Acceso de Aurora Gomila 24
Huesca, 31550",13,855,No,8
Tomates,"Pasadizo de Chus Montes 49
Jaén, 13297",78,443,Sí,3
Tomates,"Paseo de Jacinto Riquelme 43 Piso 1 
Lleida, 24338",80,319,Sí,3
Tomates,"Via de Hilda Aragonés 9
Lleida, 48558",47,699,Sí,3
Tomates,"Urbanización de Priscila Coll 276
Tarragona, 30693",47,158,Sí,6
Tomates,"Plaza Haydée Manuel 9
Las Palmas, 51792",7,457,No,7
Tomates,"C. Sol Carrera 22
Zamora, 45819",34,156,Sí,3
Tomates,"Calle Angelino Jáuregui 84 Puerta 4 
Huesca, 50792",24,144,Sí,1
Tomates,"Paseo de Bibiana Perales 42
Tarragona, 01037",27,276,No,1
Tomates,"Paseo Iker Esteve 706
Alicante, 39850",95,333,Sí,7
Tomates,"Acceso Fátima Lozano 21 Piso 7 
Ourense, 49919",94,749,Sí,7
Tomates,"Via Primitiva Dominguez 11
Palencia, 19579",43,293,Sí,4
Tomates,"Rambla de María Pilar Blazquez 84
Burgos, 41698",13,322,Sí,6
Tomates,"Via de Yésica Huertas 59 Puerta 0 
Vizcaya, 03396",52,901,Sí,5
Tomates,"Pasadizo Manuela Río 488
Lugo, 39862",83,678,Sí,2
Tomates,"Vial de Hernando Revilla 989 Puerta 8 
Castellón, 01923",91,635,Sí,3
Tomates,"Pasadizo de Apolonia Santamaría 8 Apt. 51 
Castellón, 02090",57,453,No,1
Tomates,"Camino Emigdio Maestre 126
Melilla, 36029",66,492,No,1
Tomates,"Callejón Sandalio García 29
Melilla, 21345",5,994,Sí,4
Tomates,"Callejón de Fanny Llorente 34 Piso 9 
Madrid, 23359",14,207,No,7
Tomates,"Urbanización Olalla Santiago 60 Piso 9 
Guadalajara, 19677",53,935,No,1
Tomates,"Glorieta de Hugo Benavides 282 Puerta 1 
Salamanca, 41598",26,465,Sí,3
